name,brand_name,price_of_the_bottle,mrp_of_the_bottle,rating,number_of_rating,size_of_the_bottle,key_ingredients,key_benifits,category
SBL Ginkgo Biloba Tablet 1X,SBL Pvt Ltd,258.0,315.0,4.4,47.0,25.0,Ginkgo biloba,"Improves cerebral circulation


Relieves tinnitus and buzzing


Alleviates vertigo


Supports healthy ageing",Health supplement
SBL Pimplex Tablet,SBL Pvt Ltd,140.0,165.0,4.2,35.0,25.0,Arsenicum iodatum,It helps to condition pimples and acne problemsIt relieves blackheads and painful red lumps or cysts on the skinIt helps to lighten scar marks,Skin care
Medisynth Pilen Cream,Medisynth Chemicals Pvt Ltd,100.0,100.0,4.4,51.0,20.0,,Effective in both internal and external piles and provides relief in burningHelps in shrinkage of the pilesPromotes easy passage while evacuating stools,Digestion
Bakson B28 Weight Drop,Bakson's Homeopathy,159.0,185.0,4.1,57.0,30.0,Bakson's B28 Weight Drop is a natural homoeopathic medicine for weight management that can also address the effects of thyroid dysfunction on weight gain,"B28 Weight Drop addresses thyroid dysfunction on weight gain as well as weight managementB28 Weight Drop manages weight gain caused by metabolic disorders or underlying factorsWeight gain is targeted with its unique blend of ingredients, providing long-term and sustainable resultsB28 Weight Drop helps achieve a healthy weight and improve overall health and well-being",Digestion
Dr. Reckeweg Hekla Lava Trituration Tablet 3X,Dr Reckeweg & Co,232.0,240.0,4.4,44.0,20.0,,"Manages tooth decay


Useful for toothache and swelling of the jaws


Reduces the risk of nasal bone ulceration


Useful for maxillary bone enlargement",Joint
Wheezal WL07 Cold And Cough Drop,Wheezal Homeo Pharma,152.0,175.0,4.6,52.0,30.0,,"Aids to alleviate cramps and reduces nausea


Supports relief from bloating, gas, indigestion and constipation


Used in providing relief from cough and flu


Helps to improve the digestive function of the body",Eye Care
Bakson's Hair Aid Drop Dual Pack (30ml Each),Bakson's Homeopathy,187.0,215.0,4.5,47.0,2.0,Acidum phosphoricum,"Hair Aid drops reduce hair problems like dandruff, alopecia, and thinning of hairHair Aid drops nourish the hair roots, condition the scalp, and prevent itching, irritation, and split endsHair Aid drops are ideal for people with dandruff to maintain healthy hairHair Aid drops are a hair care treatment option",Hair care
SBL Bio-Combination 16 Tablet,SBL Pvt Ltd,94.1,110.0,4.6,31.0,25.0,Calcarea phosphorica,It helps in relieve pain in bones and jointsIt improves the strength of blood cell walls and arteriesIt helps to reduce stress and anxietyIt is effective in reducing weakness and cramping pain in the muscles,Joint
Bakson's Aloevera Calendula Cream,Bakson's Homeopathy,229.0,290.0,4.6,328.0,250.0,It helps in maintaining healthy and a moisturized skin,"All purpose cream that provides nourishment to the skinHelps in maintaining healthy and beautiful skinDermatologically tested and is enriched with organic and natural ingredientsHelps in prevention of scars, sunburn and ageing of skin",Skin care
Medisynth Soriafit Cream,Medisynth Chemicals Pvt Ltd,100.0,100.0,4.4,50.0,20.0,Calendula Officinalis HPI,Helps to deal with skin conditions like psoriasisPrevents drynessSoothes inflamed skin,Skin care
SBL Arnica Montana Hair Oil with Tjc,SBL Pvt Ltd,88.2,90.0,4.4,674.0,100.0,,Helps to control hair fallFacilitates hair growthHelps to nourish the hair rootsHelps to counter dandruff and itching,Hair care
SBL Ipecacuanha Dilution 200 CH,SBL Pvt Ltd,99.1,115.0,4.6,308.0,30.0,Tincture and trituration of the dried root i.e is Ipecac Root,Effective for nausea and vomitingRelieves cough and chest constrictionHelpful in case of amoebic dysenteryAlleviates hoarseness,Eye Care
Dr. Reckeweg Kali Bichrom Dilution 200 CH,Dr Reckeweg & Co,154.0,160.0,4.4,124.0,11.0,ichromate of Potash,"Helps alleviate respiratory conditions


Useful for digestive disorders


Improves skin conditions


Helps with urinary tract infections


Manages allergies",kidney
Dr Willmar Schwabe India Caladium Seguinum Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,90.0,100.0,4.2,317.0,30.0,,"Helps maintain men's reproductive health and enhances libido?ÿ


Reduces stomach pain and cramps


Manages oppression and congestion in the chest",Digestion
SBL Natrum Phosphoricum Biochemic Tablet 12X,SBL Pvt Ltd,96.8,110.0,4.7,351.0,25.0,Natrum Phosphoricum with alcohol,"Manages concerns associated with digestion


Eases diverse symptoms including nausea, heartburn, and dizziness


Supports holistic well-being with applications for both physical and sensory concerns",ENT
Dr. Reckeweg R20 Glandular Drops for Women Drop,Dr Reckeweg & Co,238.0,270.0,4.6,37.0,22.0,Thyreoidinum,Aids in weight managementCan help reduce fatigueMay aid in balancing hormones,Health supplement
SBL Stellaria Media Mother Tincture Q,SBL Pvt Ltd,198.0,220.0,4.6,64.0,30.0,,"Manages rheumatic pains and arthritis-related concerns


Relieves constipation?ÿ


Assists in blood-related concerns",Digestion
German's 539 Varicose Veins Drop,German Homoeo Care and Cure Pvt. Ltd.,153.0,170.0,4.3,37.0,30.0,Aesculus,"An effective remedy for Venous stasis, varicosis and varicose ailments, varicose eczemaHelps with inflammation of the veins and choking of the veins in the lower limbs",Skin care
Medisynth Tonsilon Forte Drop,Medisynth Chemicals Pvt Ltd,154.0,175.0,4.7,49.0,30.0,,"Effective formulation that treats enlarged or septic tonsils, cold, cough and sinusitisHelps improve the body's resistanceImproves general health to combat the other associated ailmentsRecommended to be taken when the symptoms are acute",Throat care
Dr. Reckeweg R44 Disorders Of The Blood Circulation Drop,Dr Reckeweg & Co,238.0,270.0,4.1,37.0,22.0,,It helps reduce blood loss during child-birthIt aids in regulating blood pressure levelsIt helps in healthy cardiac functions,Diabetes
SBL Lycopodium Clavatum Dilution 1000 CH,SBL Pvt Ltd,116.0,140.0,4.5,1136.0,30.0,Lycopodium Clavatum,"It is used for bloating and liver complaintsHelps in relieving pains related to rheumatism and arthritisBased on homoeopathic composition, it is safe to use and has no side effects",Liver
Rxhomeo  Lycopodium Clavatum Pellets 30C,Rxhomeo Private Limited,79.5,150.0,0.0,0.0,250.0,Lycopodium Clavatum,"Has a marked action in anxiety


Chief remedy for many stomach-related complaints like flatulence, bloating etc


Useful in constipation in infants",Digestion
Dr Willmar Schwabe India Crocus Sativus Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,2272.0,2705.0,0.0,0.0,30.0,,"Alleviates nervous system ailments


Helps manage rashes and dry skin


Relieves flatulence and stomach pain


Relieves swollen tonsils",Throat care
ADEL Neo-Card N Gold Drop,Adel Pekana Germany,369.0,425.0,4.9,26.0,30.0,Aether sulfuricus,It relieves pain in the region of the heart and under the left clavicleIt reduces high blood pressure and acts as a sedativeIt helps irritable hearts of tobacco smokers and drinkersIt also relieves extreme dyspnoea on lease exertion,ENT
Aaradhya Sugar Globules Size 30,Aaradhya Sugar Enterprises,125.0,150.0,4.2,124.0,450.0,Pharmaceutical cane sugar,"Made from pure sugar


It does not contain any additives


Comes in uniform shape and size",Diabetes
Dr. Reckeweg Nux Vomica Dilution 10M CH,Dr Reckeweg & Co,189.0,215.0,4.6,950.0,11.0,It is primarily used to treat mood swings and uncontrollable anger,"Helps alleviate mood swings and control angerCan elevate mood and soothe headachesMay be useful against cough, cold, sneezing etc.Can reduce tooth sensitivity and eye irritation",Eye Care
Dr Willmar Schwabe India Fraxinus Americana Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,288.0,320.0,4.7,27.0,30.0,,"Helps reduce abnormal vaginal discharge


Promotes reproductive health


Helps heal sore lips


Relieves cramps in the feet",Health supplement
Rxhomeo Thuja Occidentalis 200C,Rxhomeo Private Limited,79.5,150.0,0.0,0.0,250.0,It is lactose-free pellets that dissolve instantly,Useful for skin problemsNo side effects and no drug interactionsHelps in urinary infections,kidney
ADEL Merc Sol Dilution 200,Adel Pekana Germany,142.0,165.0,4.7,77.0,10.0,It can help in managing foul breath and discharges,"It may help in managing oily sweat on the head


It can relieve sneezing?ÿ


It can help in managing nose bleeds and foul smelling


It may help in managing sensitivity to slight changes in heat and cold",ENT
LDD Bioscience Ashwagandha Mother Tincture Q,LDD Bioscience Pvt Ltd,162.0,190.0,4.3,82.0,100.0,,Helps in improving immunityHelps ease rheumatic painWorks in depressionUsed to regulate blood pressureWorks to boost memory,Diabetes
Bakson B10 Sleep Drop,Bakson's Homeopathy,163.0,185.0,4.2,61.0,30.0,,"Relieves insomnia, and disturbed sleep patterns, and maintains sleep cycle?ÿ


Helps with headaches, nervous exhaustion, and restlessness


Improves quantity and quality of sleep


Safe and natural homoeopathic medicine


Promotes deep, restful sleep",Fever
Bjain Omeo Allergy Tablet,Bjain Pharmaceuticals Pvt Ltd,123.0,155.0,4.2,63.0,25.0,,Aids in reducing sneezing and rhinorrheaWorks to provide relief in the case of itchy and watery eyesFacilitates relief in the conditions of itchy nose and throat,ENT
Dr Willmar Schwabe India Janosia Ashoka Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,94.1,110.0,4.6,61.0,30.0,Ketosterol,Helps support the menstrual cycleProvides relief from headacheAids in relieving constipation,Digestion
New Life Bach Flower Crab Apple 30,New Life Laboratories Pvt Ltd,116.0,125.0,4.6,75.0,30.0,,Useful in treating negative emotions such as feelings of despair and uncleanlinessHelpful for those who feel obsessed with cleanliness and constantly have the feeling of being unclean both physically and mentallyHelps those affected with feelings of being physically inferior or who are ashamed of physical appearance,ENT
Dr Willmar Schwabe India Bio-Combination  20 (BC 20) Tablet,Dr Willmar Schwabe India Pvt Ltd,96.8,110.0,4.5,69.0,20.0,,Manages pimples and acne on faceReduces rashes all over the bodyRelives the dry skin and psoriasisReduces the red patches on the skin and itchiness,Skin care
Dr Willmar Schwabe India Alpha - NC Tablet,Dr Willmar Schwabe India Pvt Ltd,174.0,198.0,4.7,51.0,20.0,Hydrastis Canadensis,"It may relieve headaches


Helps decongest the nose


It might improve the overall health",ENT
Bakson's Liv Aid Liver Tonic,Bakson's Homeopathy,251.0,285.0,4.5,87.0,450.0,Andrographis Paniculata (Kalmegh) ??,Helps manage liver-related disordersBeneficial for sluggish liverCan be effective against hepatitis A virus,Liver
Dr. Reckeweg Fraxinus Amer Mother Tincture Q,Dr Reckeweg & Co,260.0,295.0,4.6,36.0,20.0,,"Helps reduce abnormal vaginal discharge


Promotes reproductive health


Relieves sore lips


Manages cramps in feet",Health supplement
Dr. Reckeweg Stellaria Media Mother Tincture Q,Dr Reckeweg & Co,295.0,335.0,4.5,51.0,20.0,Stellaria Media Plant,"Helps support weight management?ÿ


Useful in cases of arthritis, rheumatism and gout


Alleviates swollen liver?ÿ


Helpful in cases of psoriasis and constipation",Digestion
Hapdco B.Ve. Phos Children Tonic,HAPDCO,172.0,190.0,4.5,161.0,200.0,,"Effective for concern associated with liver


Helps manage anaemia in children


Manages bilious concerns",Liver
SBL Kali Phosphoricum Biochemic Tablet 30X,SBL Pvt Ltd,96.8,110.0,4.6,1253.0,25.0,,"Relieves muscle weakness, anxiety, depression and chronic fatigueIncreases stamina both physically and mentallyHelps to increase the blood flow during mensesHelps in recovering severe skin conditions and irritations",Joint
SBL Carbo Vegetabilis Dilution 6 CH,SBL Pvt Ltd,85.9,100.0,4.6,1124.0,30.0,The dilution can help reduce hair fall after severe illness,"Relieves gum swelling and ulcersRelieves flatulence, stomach cramps and indigestionImproves breathing due to chest opennessMade from homoeopathic constitution, this medicine has no side effects",Digestion
Dr. Reckeweg Antimonium Crud Dilution 30 CH,Dr Reckeweg & Co,119.0,135.0,4.6,115.0,11.0,,"It helps in fighting obesityHelps treat Depression, grief and feeling of indifference towards lifeUseful in treating skin issues like pimples, vesicles and Eczema",Skin care
SBL Silicea Dilution 1000 CH,SBL Pvt Ltd,123.0,140.0,4.5,551.0,30.0,Silicea helps to take care of imperfect assimilation,"A homeopathy solution, safe for consumptionBeneficial for bone healthCaters to problems relating to stoolSoothes sciatic pain",Joint
REPL Dr. Advice No.53 Hirsutismm Drop,Renovision Exports Pvt Ltd,158.0,180.0,3.8,38.0,30.0,Oleum Jec. 6x,"Helps to deal with abnormal growth of hair on women??s face


Improves female reproductive health


Helps to deal with hormonal imbalance in women


May help to regulate menses",Hair care
Bakson's Acne Aid Cream,Bakson's Homeopathy,83.6,95.0,4.5,50.0,30.0,Berberis aquifolium,Prevents excess production of sebumDoes not leave any mark on the scarLeaves the skin clean and well-nourished,Skin care
New Life Bach Flower Cherry Plum 30,New Life Laboratories Pvt Ltd,114.0,125.0,4.5,66.0,30.0,,"It brings calmness, rationality, and peaceIt helps in guiding your mind and become fearless with great controlIt helps you deal with a fear of mind being over-strainedHelpful for those who are easily irritated and tensed",ENT
Dr Willmar Schwabe India Belladonna Dilution 200 CH,Dr Willmar Schwabe India Pvt Ltd,103.0,115.0,4.7,204.0,30.0,Effective in the treatment of spasms of the gastrointestinal tracts,"Relives issues in the bladder and biliary tract


Useful for rheumatic and arthritic pains


Helpful for digestive and urinary digestive disorders",kidney
ADEL 49 Apo-Enterit Drop,Adel Pekana Germany,260.0,295.0,4.8,42.0,20.0,,"Addresses burning sensation in the tongue and venous stasisEnhances the process of solidification of the loosened mucosal tissuesPromotes and supports digestion, diuresis and lowers the blood sugar",ENT
ADEL 69 Clauparest Drop,Adel Pekana Germany,260.0,295.0,4.2,29.0,20.0,"It helps in the treatment arteriosclerosis caused by high blood pressure, as well as precordial fear from angina pectoris conditions and myocardial tendencies","Combats neuritic conditions in the limbs and eliminates congestive headachesReduces congestion in the arterial and venous vesselsLowers anxiety and helps prevent inflammatory kidney conditionsResolves venous blockage, thereby eliminating cramps and pains",kidney
New Life Bach Flower Chestnut Bud 30,New Life Laboratories Pvt Ltd,116.0,125.0,4.4,75.0,30.0,,Helps to manage stress and anxietyAssists in improving focus and concentrationUseful in the case of disruptive behaviour disorders,Mental wellness
SBL Curoplus Gel,SBL Pvt Ltd,101.0,115.0,4.5,40.0,25.0,"Calendula officinalis, Hamamelis virginica, Echinacea angustifolia, Bellis perennis, Berberis aquifolium","Has moisturising properties


Helps reduce dryness


Reduces brown spots",Skin care
Lord's Glow Care Complexion Cream,Lord's Homoeopathic Laboratory Pvt Ltd,106.0,120.0,4.4,39.0,25.0,,Protects the skin from harmful UVA and UVB rays of the sunHelps to reduce the pigmentationHelps to lighten the dark spots,Skin care
Bakson's Aesculus Ointment,Bakson's Homeopathy,58.1,70.0,4.2,53.0,25.0,"Aesculus hippocastanum, Hamamelis virginica, Hydrastis canadensis, Viburnum prunifolium","Helps manage piles, fissures and haemorrhoidsHelps relieve constipation and bowel issuesRegulates bowel movements",Digestion
Bakson's Liv Aid Liver Tonic Sugar Free,Bakson's Homeopathy,235.0,285.0,4.5,85.0,450.0,Andrographis Paniculata (Kalmegh) ??,Helps manage liver-related disordersBeneficial for sluggish liverCan be effective against hepatitis A virus,Liver
