name,brand_name,price_of_the_bottle,mrp_of_the_bottle,rating,number_of_rating,size_of_the_bottle,key_ingredients,key_benifits,category
Bakson's Hair Aid Drop Dual Pack (30ml Each),Bakson's Homeopathy,ƒ??187,ƒ??215,4.5,47 Ratings,2 bottles,Acidum phosphoricum,"Hair Aid drops reduce hair problems like dandruff, alopecia, and thinning of hairHair Aid drops nourish the hair roots, condition the scalp, and prevent itching, irritation, and split endsHair Aid drops are ideal for people with dandruff to maintain healthy hairHair Aid drops are a hair care treatment option",Hair care
Wheezal WL58 Dengue Drop,Wheezal Homeo Pharma,ƒ??171,ƒ??175,,,30 ml Drop,,Helps in quick recovery in case of dengue attackHelps in relieving the symptoms of dengue disease,Fever
SBL Bio-Combination 16 Tablet,SBL Pvt Ltd,ƒ??94.1,ƒ??110,4.6,31 Ratings,25 gm Biocombination Tablet,Calcarea phosphorica,It helps in relieve pain in bones and jointsIt improves the strength of blood cell walls and arteriesIt helps to reduce stress and anxietyIt is effective in reducing weakness and cramping pain in the muscles,Joint
Medisynth Wartex Cream,Medisynth Chemicals Pvt Ltd,ƒ??89,ƒ??100,4,285 Ratings,20 gm Cream,,Helps to prevent warts and cornReduces inflammationReduces scars,Skin care
Bakson's Aloevera Calendula Cream,Bakson's Homeopathy,ƒ??229,ƒ??290,4.6,328 Ratings,250 gm Cream,It helps in maintaining healthy and a moisturized skin,"All purpose cream that provides nourishment to the skinHelps in maintaining healthy and beautiful skinDermatologically tested and is enriched with organic and natural ingredientsHelps in prevention of scars, sunburn and ageing of skin",Skin care
LDD Bioscience Tone-Max Syrup,LDD Bioscience Pvt Ltd,ƒ??182,ƒ??200,,,180 ml Syrup,,"Treats general debility, nervous exhaustion, impotence, and issues with dischargeHelps relieve pain due to an enlarged prostate, swollen and tender testicles, or in pelvic areasCan be useful as a restorative tonic in conditions of fatigue",Mental wellness
Medisynth Soriafit Cream,Medisynth Chemicals Pvt Ltd,ƒ??100,,4.4,50 Ratings,20 gm Cream,Calendula Officinalis HPI,Helps to deal with skin conditions like psoriasisPrevents drynessSoothes inflamed skin,Skin care
SBL Arnica Montana Hair Oil with Tjc,SBL Pvt Ltd,ƒ??88.2,ƒ??90,4.4,674 Ratings,100 ml Oil,,Helps to control hair fallFacilitates hair growthHelps to nourish the hair rootsHelps to counter dandruff and itching,Hair care
Medisynth Wartex Forte Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.2,119 Ratings,30 ml Drop,Causticum,Helps to prevent warts and cornReduces inflammationReduces scars,Skin care
SBL Ipecacuanha Dilution 200 CH,SBL Pvt Ltd,ƒ??99.1,ƒ??115,4.6,308 Ratings,30 ml Dilution,Tincture and trituration of the dried root i.e is Ipecac Root,Effective for nausea and vomitingRelieves cough and chest constrictionHelpful in case of amoebic dysenteryAlleviates hoarseness,Eye Care
Dr. Reckeweg Kali Bichrom Dilution 200 CH,Dr Reckeweg & Co,ƒ??154,ƒ??160,4.4,124 Ratings,11 ml Dilution,ichromate of Potash,"Helps alleviate respiratory conditions


Useful for digestive disorders


Improves skin conditions


Helps with urinary tract infections


Manages allergies",kidney
LDD Bioscience Mother Tincture Phytolacca Berry Q,LDD Bioscience Pvt Ltd,ƒ??279,ƒ??310,4.4,20 Ratings,100 ml Mother Tincture,This formulation can help improve body metabolism and enhance the digestive system to aid in weight loss and reduce fat from the body,It can help with weight managementIt may improve metabolism and energy levelsIt might help reduce appetiteIt can soothe sore throat,Throat care
Dr Willmar Schwabe India Caladium Seguinum Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,ƒ??90,ƒ??100,4.2,317 Ratings,30 ml Dilution,,"Helps maintain men's reproductive health and enhances libido?ÿ


Reduces stomach pain and cramps


Manages oppression and congestion in the chest",Digestion
SBL Natrum Phosphoricum Biochemic Tablet 12X,SBL Pvt Ltd,ƒ??96.8,ƒ??110,4.7,351 Ratings,25 gm Biochemic Tablet,Natrum Phosphoricum with alcohol,"Manages concerns associated with digestion


Eases diverse symptoms including nausea, heartburn, and dizziness


Supports holistic well-being with applications for both physical and sensory concerns",ENT
Dr. Reckeweg R20 Glandular Drops for Women Drop,Dr Reckeweg & Co,ƒ??238,ƒ??270,4.6,37 Ratings,22 ml Drop,Thyreoidinum,Aids in weight managementCan help reduce fatigueMay aid in balancing hormones,Health supplement
Medisynth Gasgan Forte Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.4,149 Ratings,30 ml Drop,Carbo vegetabilis,Relieves stomach aches and gastric disordersPrevents constipationImproves digestion,Digestion
SBL Stellaria Media Mother Tincture Q,SBL Pvt Ltd,ƒ??198,ƒ??220,4.6,64 Ratings,30 ml Mother Tincture,,"Manages rheumatic pains and arthritis-related concerns


Relieves constipation?ÿ


Assists in blood-related concerns",Digestion
LDD Bioscience Hydrastis Canadensis Mother Tincture Q,LDD Bioscience Pvt Ltd,ƒ??477,ƒ??550,4.2,43 Ratings,100 ml Mother Tincture,,Product Highlights:Helps treat coryza and catarrhEases menstruation and ear painsGives relief from ulcers and eczemaEffective in improving appetite,ENT
German's 539 Varicose Veins Drop,German Homoeo Care and Cure Pvt. Ltd.,ƒ??153,ƒ??170,4.3,37 Ratings,30 ml Drop,Aesculus,"An effective remedy for Venous stasis, varicosis and varicose ailments, varicose eczemaHelps with inflammation of the veins and choking of the veins in the lower limbs",Skin care
Medisynth Tonsilon Forte Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.7,49 Ratings,30 ml Drop,,"Effective formulation that treats enlarged or septic tonsils, cold, cough and sinusitisHelps improve the body's resistanceImproves general health to combat the other associated ailmentsRecommended to be taken when the symptoms are acute",Throat care
Dr. Reckeweg R44 Disorders Of The Blood Circulation Drop,Dr Reckeweg & Co,ƒ??238,ƒ??270,4.1,37 Ratings,22 ml Drop,,It helps reduce blood loss during child-birthIt aids in regulating blood pressure levelsIt helps in healthy cardiac functions,Diabetes
Medisynth Aqui Folium Cream,Medisynth Chemicals Pvt Ltd,ƒ??100,,4.5,91 Ratings,20 gm Cream,Berberis aquifolium extract,Prevents acne and pimplesReduces dark spotsMakes the skin soft and supple,Skin care
SBL Lycopodium Clavatum Dilution 1000 CH,SBL Pvt Ltd,ƒ??116,ƒ??140,4.5,1136 Ratings,30 ml Dilution,Lycopodium Clavatum,"It is used for bloating and liver complaintsHelps in relieving pains related to rheumatism and arthritisBased on homoeopathic composition, it is safe to use and has no side effects",Liver
Medisynth Witch Hazel Cream,Medisynth Chemicals Pvt Ltd,ƒ??100,,4.5,86 Ratings,20 gm Cream,Hamamelis virginica,Prevents veinous congestionReduces dark spotsPrevents blood vessels from getting damaged,Skin care
Medisynth Jondila Sugar Free Syrup,Medisynth Chemicals Pvt Ltd,ƒ??151,ƒ??170,4.4,196 Ratings,200 ml Syrup,,"Improves digestionIncreases appetiteEffective in jaundice, gallstones and liver complications",Digestion
Rxhomeo  Lycopodium Clavatum Pellets 30C,Rxhomeo Private Limited,ƒ??79.5,ƒ??150,,,250 pellets,Lycopodium Clavatum,"Has a marked action in anxiety


Chief remedy for many stomach-related complaints like flatulence, bloating etc


Useful in constipation in infants",Digestion
Medisynth Wartex Pills,Medisynth Chemicals Pvt Ltd,ƒ??110,ƒ??125,4.2,56 Ratings,25 gm Tablet,,"Safe, effective and painless medication for warts and cornsBeneficial in treating benign epithelial tumorsDoes not leave any mark or scar on the skinReduces tendency to wart formation",Skin care
Dr Willmar Schwabe India Crocus Sativus Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,ƒ??2272,ƒ??2705,,,30 ml Mother Tincture,,"Alleviates nervous system ailments


Helps manage rashes and dry skin


Relieves flatulence and stomach pain


Relieves swollen tonsils",Throat care
ADEL Neo-Card N Gold Drop,Adel Pekana Germany,ƒ??369,ƒ??425,4.9,26 Ratings,30 ml Drop,Aether sulfuricus,It relieves pain in the region of the heart and under the left clavicleIt reduces high blood pressure and acts as a sedativeIt helps irritable hearts of tobacco smokers and drinkersIt also relieves extreme dyspnoea on lease exertion,ENT
Medisynth Pilen Forte Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.3,289 Ratings,30 ml Drop,Acidum Nitricum,"Addresses problems related to pilesSoothes pain in the areaHelps with constipation problemsHelps with bleeding, non-bleeding, internal, external and blind haemorrhoidsSafe for consumption",Digestion
Aaradhya Sugar Globules Size 30,Aaradhya Sugar Enterprises,ƒ??125,ƒ??150,4.2,124 Ratings,450 gm Globules,Pharmaceutical cane sugar,"Made from pure sugar


It does not contain any additives


Comes in uniform shape and size",Diabetes
LDD Bioscience Tone Max 5000 Drop,LDD Bioscience Pvt Ltd,ƒ??329,ƒ??370,,,30 ml Drop,Damiana,Improves and stimulates libido and increase vigourHas aphrodisiac properties and improves overall health,Health supplement
Dr. Reckeweg Nux Vomica Dilution 10M CH,Dr Reckeweg & Co,ƒ??189,ƒ??215,4.6,950 Ratings,11 ml Dilution,It is primarily used to treat mood swings and uncontrollable anger,"Helps alleviate mood swings and control angerCan elevate mood and soothe headachesMay be useful against cough, cold, sneezing etc.Can reduce tooth sensitivity and eye irritation",Eye Care
Dr Willmar Schwabe India Fraxinus Americana Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,ƒ??288,ƒ??320,4.7,27 Ratings,30 ml Mother Tincture,,"Helps reduce abnormal vaginal discharge


Promotes reproductive health


Helps heal sore lips


Relieves cramps in the feet",Health supplement
Wheezal WL58 Dengue Drop,Wheezal Homeo Pharma,ƒ??171,ƒ??175,,,30 ml Drop,,Helps in quick recovery in case of dengue attackHelps in relieving the symptoms of dengue disease,Fever
Rxhomeo Thuja Occidentalis 200C,Rxhomeo Private Limited,ƒ??79.5,ƒ??150,,,250 pellets,It is lactose-free pellets that dissolve instantly,Useful for skin problemsNo side effects and no drug interactionsHelps in urinary infections,kidney
Medisynth Wartex Cream,Medisynth Chemicals Pvt Ltd,ƒ??89,ƒ??100,4,285 Ratings,20 gm Cream,,Helps to prevent warts and cornReduces inflammationReduces scars,Skin care
ADEL Merc Sol Dilution 200,Adel Pekana Germany,ƒ??142,ƒ??165,4.7,77 Ratings,10 ml Dilution,It can help in managing foul breath and discharges,"It may help in managing oily sweat on the head


It can relieve sneezing?ÿ


It can help in managing nose bleeds and foul smelling


It may help in managing sensitivity to slight changes in heat and cold",ENT
LDD Bioscience Ashwagandha Mother Tincture Q,LDD Bioscience Pvt Ltd,ƒ??162,ƒ??190,4.3,82 Ratings,100 ml Mother Tincture,,Helps in improving immunityHelps ease rheumatic painWorks in depressionUsed to regulate blood pressureWorks to boost memory,Diabetes
LDD Bioscience Tone-Max Syrup,LDD Bioscience Pvt Ltd,ƒ??182,ƒ??200,,,180 ml Syrup,,"Treats general debility, nervous exhaustion, impotence, and issues with dischargeHelps relieve pain due to an enlarged prostate, swollen and tender testicles, or in pelvic areasCan be useful as a restorative tonic in conditions of fatigue",Mental wellness
Bakson B10 Sleep Drop,Bakson's Homeopathy,ƒ??163,ƒ??185,4.2,61 Ratings,30 ml Drop,,"Relieves insomnia, and disturbed sleep patterns, and maintains sleep cycle?ÿ


Helps with headaches, nervous exhaustion, and restlessness


Improves quantity and quality of sleep


Safe and natural homoeopathic medicine


Promotes deep, restful sleep",Fever
Bjain Omeo Allergy Tablet,Bjain Pharmaceuticals Pvt Ltd,ƒ??123,ƒ??155,4.2,63 Ratings,25 gm Tablet,,Aids in reducing sneezing and rhinorrheaWorks to provide relief in the case of itchy and watery eyesFacilitates relief in the conditions of itchy nose and throat,ENT
Medisynth Wartex Forte Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.2,119 Ratings,30 ml Drop,Causticum,Helps to prevent warts and cornReduces inflammationReduces scars,Skin care
Dr Willmar Schwabe India Janosia Ashoka Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,ƒ??94.1,ƒ??110,4.6,61 Ratings,30 ml Mother Tincture,Ketosterol,Helps support the menstrual cycleProvides relief from headacheAids in relieving constipation,Digestion
New Life Bach Flower Crab Apple 30,New Life Laboratories Pvt Ltd,ƒ??116,ƒ??125,4.6,75 Ratings,30 ml Dilution,,Useful in treating negative emotions such as feelings of despair and uncleanlinessHelpful for those who feel obsessed with cleanliness and constantly have the feeling of being unclean both physically and mentallyHelps those affected with feelings of being physically inferior or who are ashamed of physical appearance,ENT
LDD Bioscience Mother Tincture Phytolacca Berry Q,LDD Bioscience Pvt Ltd,ƒ??279,ƒ??310,4.4,20 Ratings,100 ml Mother Tincture,This formulation can help improve body metabolism and enhance the digestive system to aid in weight loss and reduce fat from the body,It can help with weight managementIt may improve metabolism and energy levelsIt might help reduce appetiteIt can soothe sore throat,Throat care
Dr Willmar Schwabe India Bio-Combination  20 (BC 20) Tablet,Dr Willmar Schwabe India Pvt Ltd,ƒ??96.8,ƒ??110,4.5,69 Ratings,20 gm Biocombination Tablet,,Manages pimples and acne on faceReduces rashes all over the bodyRelives the dry skin and psoriasisReduces the red patches on the skin and itchiness,Skin care
Dr Willmar Schwabe India Alpha - NC Tablet,Dr Willmar Schwabe India Pvt Ltd,ƒ??174,ƒ??198,4.7,51 Ratings,20 gm Tablet,Hydrastis Canadensis,"It may relieve headaches


Helps decongest the nose


It might improve the overall health",ENT
Medisynth Gasgan Forte Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.4,149 Ratings,30 ml Drop,Carbo vegetabilis,Relieves stomach aches and gastric disordersPrevents constipationImproves digestion,Digestion
Bakson's Liv Aid Liver Tonic,Bakson's Homeopathy,ƒ??251,ƒ??285,4.5,87 Ratings,450 ml Tonic,Andrographis Paniculata (Kalmegh) ??,Helps manage liver-related disordersBeneficial for sluggish liverCan be effective against hepatitis A virus,Liver
Dr. Reckeweg Fraxinus Amer Mother Tincture Q,Dr Reckeweg & Co,ƒ??260,ƒ??295,4.6,36 Ratings,20 ml Mother Tincture,,"Helps reduce abnormal vaginal discharge


Promotes reproductive health


Relieves sore lips


Manages cramps in feet",Health supplement
LDD Bioscience Hydrastis Canadensis Mother Tincture Q,LDD Bioscience Pvt Ltd,ƒ??477,ƒ??550,4.2,43 Ratings,100 ml Mother Tincture,,Product Highlights:Helps treat coryza and catarrhEases menstruation and ear painsGives relief from ulcers and eczemaEffective in improving appetite,ENT
Medisynth Wartex Pills,Medisynth Chemicals Pvt Ltd,ƒ??110,ƒ??125,4.2,56 Ratings,25 gm Tablet,,"Safe, effective and painless medication for warts and cornsBeneficial in treating benign epithelial tumorsDoes not leave any mark or scar on the skinReduces tendency to wart formation",Skin care
Dr. Reckeweg Stellaria Media Mother Tincture Q,Dr Reckeweg & Co,ƒ??295,ƒ??335,4.5,51 Ratings,20 ml Mother Tincture,Stellaria Media Plant,"Helps support weight management?ÿ


Useful in cases of arthritis, rheumatism and gout


Alleviates swollen liver?ÿ


Helpful in cases of psoriasis and constipation",Digestion
Medisynth Aqui Folium Cream,Medisynth Chemicals Pvt Ltd,ƒ??100,,4.5,91 Ratings,20 gm Cream,Berberis aquifolium extract,Prevents acne and pimplesReduces dark spotsMakes the skin soft and supple,Skin care
Hapdco B.Ve. Phos Children Tonic,HAPDCO,ƒ??172,ƒ??190,4.5,161 Ratings,200 ml Tonic,,"Effective for concern associated with liver


Helps manage anaemia in children


Manages bilious concerns",Liver
SBL Kali Phosphoricum Biochemic Tablet 30X,SBL Pvt Ltd,ƒ??96.8,ƒ??110,4.6,1253 Ratings,25 gm Biochemic Tablet,,"Relieves muscle weakness, anxiety, depression and chronic fatigueIncreases stamina both physically and mentallyHelps to increase the blood flow during mensesHelps in recovering severe skin conditions and irritations",Joint
Medisynth Witch Hazel Cream,Medisynth Chemicals Pvt Ltd,ƒ??100,,4.5,86 Ratings,20 gm Cream,Hamamelis virginica,Prevents veinous congestionReduces dark spotsPrevents blood vessels from getting damaged,Skin care
SBL Carbo Vegetabilis Dilution 6 CH,SBL Pvt Ltd,ƒ??85.9,ƒ??100,4.6,1124 Ratings,30 ml Dilution,The dilution can help reduce hair fall after severe illness,"Relieves gum swelling and ulcersRelieves flatulence, stomach cramps and indigestionImproves breathing due to chest opennessMade from homoeopathic constitution, this medicine has no side effects",Digestion
Dr. Reckeweg Antimonium Crud Dilution 30 CH,Dr Reckeweg & Co,ƒ??119,ƒ??135,4.6,115 Ratings,11 ml Dilution,,"It helps in fighting obesityHelps treat Depression, grief and feeling of indifference towards lifeUseful in treating skin issues like pimples, vesicles and Eczema",Skin care
